;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 10/04/2023 2:29:02 pm
;----------------------------------------------

;Address Opcode 	ASM
0x10B6	0x008A9130  	LDS        R19, _VinBatteryError+3
0x10BA	0xEC4D    	LDI        R20, 205
0x10BC	0xEC5C    	LDI        R21, 204
0x10BE	0xEC6C    	LDI        R22, 204
0x10C0	0xE37D    	LDI        R23, 61
0x10C2	0xDB12    	RCALL      _float_fpadd1+0
0x10C4	0x00879300  	STS        _VinBatteryError+0, R16
0x10C8	0x00889310  	STS        _VinBatteryError+1, R17
0x10CC	0x00899320  	STS        _VinBatteryError+2, R18
0x10D0	0x008A9330  	STS        _VinBatteryError+3, R19
;Solar_Loads_Controller_SLCM_V1.c,651 :: 		}
L_SetBatteryVoltageError220:
;Solar_Loads_Controller_SLCM_V1.c,652 :: 		if(Decrement==1)
0x10D4	0xB3B9    	IN         R27, PINA+0
0x10D6	0xFFB6    	SBRS       R27, 6
0x10D8	0xC027    	RJMP       L_SetBatteryVoltageError223
;Solar_Loads_Controller_SLCM_V1.c,655 :: 		Display_On_7Segment_float(VinBatteryError);
0x10DA	0x00879020  	LDS        R2, _VinBatteryError+0
0x10DE	0x00889030  	LDS        R3, _VinBatteryError+1
0x10E2	0x00899040  	LDS        R4, _VinBatteryError+2
0x10E6	0x008A9050  	LDS        R5, _VinBatteryError+3
0x10EA	0xDC5A    	RCALL      _Display_On_7Segment_Float+0
;Solar_Loads_Controller_SLCM_V1.c,656 :: 		Delay_ms(50);
0x10EC	0xE023    	LDI        R18, 3
0x10EE	0xE018    	LDI        R17, 8
0x10F0	0xE708    	LDI        R16, 120
L_SetBatteryVoltageError224:
0x10F2	0x950A    	DEC        R16
0x10F4	0xF7F1    	BRNE       L_SetBatteryVoltageError224
0x10F6	0x951A    	DEC        R17
0x10F8	0xF7E1    	BRNE       L_SetBatteryVoltageError224
0x10FA	0x952A    	DEC        R18
0x10FC	0xF7D1    	BRNE       L_SetBatteryVoltageError224
;Solar_Loads_Controller_SLCM_V1.c,657 :: 		VinBatteryError-=0.1;
0x10FE	0xEC4D    	LDI        R20, 205
0x1100	0xEC5C    	LDI        R21, 204
0x1102	0xEC6C    	LDI        R22, 204
0x1104	0xE37D    	LDI        R23, 61
0x1106	0x00879100  	LDS        R16, _VinBatteryError+0
0x110A	0x00889110  	LDS        R17, _VinBatteryError+1
0x110E	0x00899120  	LDS        R18, _VinBatteryError+2
0x1112	0x008A9130  	LDS        R19, _VinBatteryError+3
0x1116	0xDAF2    	RCALL      _float_fpsub1+0
0x1118	0x00879300  	STS        _VinBatteryError+0, R16
0x111C	0x00889310  	STS        _VinBatteryError+1, R17
0x1120	0x00899320  	STS        _VinBatteryError+2, R18
0x1124	0x008A9330  	STS        _VinBatteryError+3, R19
;Solar_Loads_Controller_SLCM_V1.c,658 :: 		}
L_SetBatteryVoltageError223:
;Solar_Loads_Controller_SLCM_V1.c,659 :: 		if(VinBatteryError > 60.0  ) VinBatteryError=0;
0x1128	0xE040    	LDI        R20, 0
0x112A	0xE050    	LDI        R21, 0
0x112C	0xE760    	LDI        R22, 112
0x112E	0xE472    	LDI        R23, 66
0x1130	0x00879100  	LDS        R16, _VinBatteryError+0
0x1134	0x00889110  	LDS        R17, _VinBatteryError+1
0x1138	0x00899120  	LDS        R18, _VinBatteryError+2
0x113C	0x008A9130  	LDS        R19, _VinBatteryError+3
0x1140	0xDAC3    	RCALL      _float_op_big+0
0x1142	0x2800    	OR         R0, R0
0x1144	0xE000    	LDI        R16, 0
0x1146	0xF009    	BREQ       L__SetBatteryVoltageError863
0x1148	0xE001    	LDI        R16, 1
L__SetBatteryVoltageError863:
0x114A	0x2300    	TST        R16
0x114C	0xF049    	BREQ       L_SetBatteryVoltageError226
L__SetBatteryVoltageError864:
0x114E	0xE0B0    	LDI        R27, 0
0x1150	0x008793B0  	STS        _VinBatteryError+0, R27
0x1154	0x008893B0  	STS        _VinBatteryError+1, R27
0x1158	0x008993B0  	STS        _VinBatteryError+2, R27
0x115C	0x008A93B0  	STS        _VinBatteryError+3, R27
L_SetBatteryVoltageError226:
;Solar_Loads_Controller_SLCM_V1.c,660 :: 		if (VinBatteryError<0) VinBatteryError=0;
0x1160	0xE040    	LDI        R20, 0
0x1162	0xE050    	LDI        R21, 0
0x1164	0xE060    	LDI        R22, 0
0x1166	0xE070    	LDI        R23, 0
0x1168	0x00879100  	LDS        R16, _VinBatteryError+0
0x116C	0x00889110  	LDS        R17, _VinBatteryError+1
0x1170	0x00899120  	LDS        R18, _VinBatteryError+2
0x1174	0x008A9130  	LDS        R19, _VinBatteryError+3
0x1178	0xD9DB    	RCALL      _float_op_less+0
0x117A	0x2800    	OR         R0, R0
0x117C	0xE000    	LDI        R16, 0
0x117E	0xF009    	BREQ       L__SetBatteryVoltageError865
0x1180	0xE001    	LDI        R16, 1
L__SetBatteryVoltageError865:
0x1182	0x2300    	TST        R16
0x1184	0xF049    	BREQ       L_SetBatteryVoltageError227
L__SetBatteryVoltageError866:
0x1186	0xE0B0    	LDI        R27, 0
0x1188	0x008793B0  	STS        _VinBatteryError+0, R27
0x118C	0x008893B0  	STS        _VinBatteryError+1, R27
0x1190	0x008993B0  	STS        _VinBatteryError+2, R27
0x1194	0x008A93B0  	STS        _VinBatteryError+3, R27
L_SetBatteryVoltageError227:
;Solar_Loads_Controller_SLCM_V1.c,661 :: 		} // end  while increment decrement
0x1198	0xCF6C    	RJMP       L_SetBatteryVoltageError216
L_SetBatteryVoltageError217:
;Solar_Loads_Controller_SLCM_V1.c,662 :: 		} // end while main while set
0x119A	0xCF5F    	RJMP       L_SetBatteryVoltageError214
L_SetBatteryVoltageError215:
;Solar_Loads_Controller_SLCM_V1.c,663 :: 		if (VinBatteryError>Vin_Battery_) addError=1;    // add
0x119C	0x00829140  	LDS        R20, _Vin_Battery_+0
0x11A0	0x00839150  	LDS        R21, _Vin_Battery_+1
0x11A4	0x00849160  	LDS        R22, _Vin_Battery_+2
0x11A8	0x00859170  	LDS        R23, _Vin_Battery_+3
0x11AC	0x00879100  	LDS        R16, _VinBatteryError+0
0x11B0	0x00889110  	LDS        R17, _VinBatteryError+1
0x11B4	0x00899120  	LDS        R18, _VinBatteryError+2
0x11B8	0x008A9130  	LDS        R19, _VinBatteryError+3
0x11BC	0xDA85    	RCALL      _float_op_big+0
0x11BE	0x2800    	OR         R0, R0
0x11C0	0xE000    	LDI        R16, 0
0x11C2	0xF009    	BREQ       L__SetBatteryVoltageError867
0x11C4	0xE001    	LDI        R16, 1
L__SetBatteryVoltageError867:
0x11C6	0x2300    	TST        R16
0x11C8	0xF019    	BREQ       L_SetBatteryVoltageError228
L__SetBatteryVoltageError868:
0x11CA	0xE0B1    	LDI        R27, 1
0x11CC	0x009893B0  	STS        _addError+0, R27
L_SetBatteryVoltageError228:
;Solar_Loads_Controller_SLCM_V1.c,664 :: 		if (VinBatteryError<Vin_Battery_) addError=0;    // minus
0x11D0	0x00829140  	LDS        R20, _Vin_Battery_+0
0x11D4	0x00839150  	LDS        R21, _Vin_Battery_+1
0x11D8	0x00849160  	LDS        R22, _Vin_Battery_+2
0x11DC	0x00859170  	LDS        R23, _Vin_Battery_+3
0x11E0	0x00879100  	LDS        R16, _VinBatteryError+0
0x11E4	0x00889110  	LDS        R17, _VinBatteryError+1
0x11E8	0x00899120  	LDS        R18, _VinBatteryError+2
0x11EC	0x008A9130  	LDS        R19, _VinBatteryError+3
0x11F0	0xD99F    	RCALL      _float_op_less+0
0x11F2	0x2800    	OR         R0, R0
0x11F4	0xE000    	LDI        R16, 0
0x11F6	0xF009    	BREQ       L__SetBatteryVoltageError869
0x11F8	0xE001    	LDI        R16, 1
L__SetBatteryVoltageError869:
0x11FA	0x2300    	TST        R16
0x11FC	0xF019    	BREQ       L_SetBatteryVoltageError229
L__SetBatteryVoltageError870:
0x11FE	0xE0B0    	LDI        R27, 0
0x1200	0x009893B0  	STS        _addError+0, R27
L_SetBatteryVoltageError229:
;Solar_Loads_Controller_SLCM_V1.c,665 :: 		VinBatteryDifference=fabs(VinBatteryError-Vin_Battery_);
0x1204	0x00829140  	LDS        R20, _Vin_Battery_+0
0x1208	0x00839150  	LDS        R21, _Vin_Battery_+1
0x120C	0x00849160  	LDS        R22, _Vin_Battery_+2
0x1210	0x00859170  	LDS        R23, _Vin_Battery_+3
0x1214	0x00879100  	LDS        R16, _VinBatteryError+0
0x1218	0x00889110  	LDS        R17, _VinBatteryError+1
0x121C	0x00899120  	LDS        R18, _VinBatteryError+2
0x1220	0x008A9130  	LDS        R19, _VinBatteryError+3
0x1224	0xDA6B    	RCALL      _float_fpsub1+0
0x1226	0x0118    	MOVW       R2, R16
0x1228	0x0129    	MOVW       R4, R18
0x122A	0xDB3E    	RCALL      _fabs+0
0x122C	0x00999300  	STS        _VinBatteryDifference+0, R16
0x1230	0x009A9310  	STS        _VinBatteryDifference+1, R17
0x1234	0x009B9320  	STS        _VinBatteryDifference+2, R18
0x1238	0x009C9330  	STS        _VinBatteryDifference+3, R19
;Solar_Loads_Controller_SLCM_V1.c,666 :: 		StoreBytesIntoEEprom(0x19,(unsigned short *)&VinBatteryDifference,4);   // save float number to eeprom
0x123C	0xE0B4    	LDI        R27, 4
0x123E	0x2E6B    	MOV        R6, R27
0x1240	0xE0B0    	LDI        R27, 0
0x1242	0x2E7B    	MOV        R7, R27
0x1244	0xE9B9    	LDI        R27, lo_addr(_VinBatteryDifference+0)
0x1246	0x2E4B    	MOV        R4, R27
0x1248	0xE0B0    	LDI        R27, hi_addr(_VinBatteryDifference+0)
0x124A	0x2E5B    	MOV        R5, R27
0x124C	0xE1B9    	LDI        R27, 25
0x124E	0x2E2B    	MOV        R2, R27
0x1250	0xE0B0    	LDI        R27, 0
0x1252	0x2E3B    	MOV        R3, R27
0x1254	0xDC34    	RCALL      _StoreBytesIntoEEprom+0
;Solar_Loads_Controller_SLCM_V1.c,667 :: 		EEPROM_Write(0x23,addError);
0x1256	0x00989040  	LDS        R4, _addError+0
0x125A	0xE2B3    	LDI        R27, 35
0x125C	0x2E2B    	MOV        R2, R27
0x125E	0xE0B0    	LDI        R27, 0
0x1260	0x2E3B    	MOV        R3, R27
0x1262	0xD96D    	RCALL      _EEPROM_Write+0
;Solar_Loads_Controller_SLCM_V1.c,668 :: 		}
L_end_SetBatteryVoltageError:
0x1264	0x907F    	POP        R7
0x1266	0x906F    	POP        R6
0x1268	0x905F    	POP        R5
0x126A	0x904F    	POP        R4
0x126C	0x903F    	POP        R3
0x126E	0x902F    	POP        R2
0x1270	0x9508    	RET
; end of _SetBatteryVoltageError
_Display_On_7Segment_Float:
;Solar_Loads_Controller_SLCM_V1.c,1295 :: 		void Display_On_7Segment_Float(float number)
;Solar_Loads_Controller_SLCM_V1.c,1298 :: 		number=number*10;
0x09A0	0x0181    	MOVW       R16, R2
0x09A2	0x0192    	MOVW       R18, R4
0x09A4	0xE040    	LDI        R20, 0
0x09A6	0xE050    	LDI        R21, 0
0x09A8	0xE260    	LDI        R22, 32
0x09AA	0xE471    	LDI        R23, 65
0x09AC	0xDE00    	RCALL      _float_fpmul1+0
0x09AE	0x0118    	MOVW       R2, R16
0x09B0	0x0129    	MOVW       R4, R18
;Solar_Loads_Controller_SLCM_V1.c,1299 :: 		convertedNum=(int)Number;
0x09B2	0xDD41    	RCALL      _float_fpint+0
; convertedNum start address is: 18 (R18)
0x09B4	0x0198    	MOVW       R18, R16
;Solar_Loads_Controller_SLCM_V1.c,1300 :: 		a=convertedNum%10;    //3th digit is saved here
0x09B6	0x933F    	PUSH       R19
0x09B8	0x932F    	PUSH       R18
0x09BA	0xE04A    	LDI        R20, 10
0x09BC	0xE050    	LDI        R21, 0
0x09BE	0xDD8E    	RCALL      _Div_16x16_S+0
0x09C0	0x018C    	MOVW       R16, R24
0x09C2	0x912F    	POP        R18
0x09C4	0x913F    	POP        R19
0x09C6	0x00B09300  	STS        _a+0, R16
0x09CA	0x00B19310  	STS        _a+1, R17
;Solar_Loads_Controller_SLCM_V1.c,1301 :: 		b=convertedNum/10;
0x09CE	0x0189    	MOVW       R16, R18
0x09D0	0xE04A    	LDI        R20, 10
0x09D2	0xE050    	LDI        R21, 0
0x09D4	0xDD83    	RCALL      _Div_16x16_S+0
0x09D6	0x018B    	MOVW       R16, R22
; convertedNum end address is: 18 (R18)
0x09D8	0x00B29300  	STS        _b+0, R16
0x09DC	0x00B39310  	STS        _b+1, R17
;Solar_Loads_Controller_SLCM_V1.c,1302 :: 		c=b%10;       //2rd digit is saved here
0x09E0	0xE04A    	LDI        R20, 10
0x09E2	0xE050    	LDI        R21, 0
0x09E4	0xDD7B    	RCALL      _Div_16x16_S+0
0x09E6	0x018C    	MOVW       R16, R24
0x09E8	0x00B89300  	STS        _c+0, R16
0x09EC	0x00B99310  	STS        _c+1, R17
;Solar_Loads_Controller_SLCM_V1.c,1303 :: 		d=b/10;
0x09F0	0xE04A    	LDI        R20, 10
0x09F2	0xE050    	LDI        R21, 0
0x09F4	0x00B29100  	LDS        R16, _b+0
0x09F8	0x00B39110  	LDS        R17, _b+1
0x09FC	0xDD6F    	RCALL      _Div_16x16_S+0
0x09FE	0x018B    	MOVW       R16, R22
0x0A00	0x00BA9300  	STS        _d+0, R16
0x0A04	0x00BB9310  	STS        _d+1, R17
;Solar_Loads_Controller_SLCM_V1.c,1304 :: 		e=d%10;      //1nd digit is saved here
0x0A08	0xE04A    	LDI        R20, 10
0x0A0A	0xE050    	LDI        R21, 0
0x0A0C	0xDD67    	RCALL      _Div_16x16_S+0
0x0A0E	0x018C    	MOVW       R16, R24
0x0A10	0x00B69300  	STS        _e+0, R16
0x0A14	0x00B79310  	STS        _e+1, R17
;Solar_Loads_Controller_SLCM_V1.c,1305 :: 		f=d/10;
0x0A18	0xE04A    	LDI        R20, 10
0x0A1A	0xE050    	LDI        R21, 0
0x0A1C	0x00BA9100  	LDS        R16, _d+0
0x0A20	0x00BB9110  	LDS        R17, _d+1
0x0A24	0xDD5B    	RCALL      _Div_16x16_S+0
0x0A26	0x018B    	MOVW       R16, R22
0x0A28	0x00B49300  	STS        _f+0, R16
0x0A2C	0x00B59310  	STS        _f+1, R17
;Solar_Loads_Controller_SLCM_V1.c,1306 :: 		Display_3=1;    // 3 th digit
0x0A30	0xB3B5    	IN         R27, PORTC+0
0x0A32	0x64B0    	SBR        R27, 64
0x0A34	0xBBB5    	OUT        PORTC+0, R27
;Solar_Loads_Controller_SLCM_V1.c,1307 :: 		PORTB=array[a];
0x0A36	0xE724    	LDI        R18, lo_addr(_array+0)
0x0A38	0xE030    	LDI        R19, hi_addr(_array+0)
0x0A3A	0x00B09100  	LDS        R16, _a+0
0x0A3E	0x00B19110  	LDS        R17, _a+1
0x0A42	0x01F8    	MOVW       R30, R16
0x0A44	0x0FE2    	ADD        R30, R18
0x0A46	0x1FF3    	ADC        R31, R19
0x0A48	0x8100    	LD         R16, Z
0x0A4A	0xBB08    	OUT        PORTB+0, R16
;Solar_Loads_Controller_SLCM_V1.c,1308 :: 		Delay_ms(1);
0x0A4C	0xE01B    	LDI        R17, 11
0x0A4E	0xE603    	LDI        R16, 99
L_Display_On_7Segment_Float499:
0x0A50	0x950A    	DEC        R16
0x0A52	0xF7F1    	BRNE       L_Display_On_7Segment_Float499
0x0A54	0x951A    	DEC        R17
0x0A56	0xF7E1    	BRNE       L_Display_On_7Segment_Float499
;Solar_Loads_Controller_SLCM_V1.c,1309 :: 		Display_3=0;
0x0A58	0xB3B5    	IN         R27, PORTC+0
0x0A5A	0x7BBF    	CBR        R27, 64
0x0A5C	0xBBB5    	OUT        PORTC+0, R27
;Solar_Loads_Controller_SLCM_V1.c,1310 :: 		Display_2=1;
0x0A5E	0xB3B5    	IN         R27, PORTC+0
0x0A60	0x62B0    	SBR        R27, 32
0x0A62	0xBBB5    	OUT        PORTC+0, R27
;Solar_Loads_Controller_SLCM_V1.c,1311 :: 		PORTB=array[c] &0x7F ;   // second    7F for turning on dp
0x0A64	0xE724    	LDI        R18, lo_addr(_array+0)
0x0A66	0xE030    	LDI        R19, hi_addr(_array+0)
0x0A68	0x00B89100  	LDS        R16, _c+0
0x0A6C	0x00B99110  	LDS        R17, _c+1
0x0A70	0x01F8    	MOVW       R30, R16
0x0A72	0x0FE2    	ADD        R30, R18
0x0A74	0x1FF3    	ADC        R31, R19
0x0A76	0x8100    	LD         R16, Z
0x0A78	0x770F    	ANDI       R16, 127
0x0A7A	0xBB08    	OUT        PORTB+0, R16
;Solar_Loads_Controller_SLCM_V1.c,1312 :: 		Delay_ms(1);
0x0A7C	0xE01B    	LDI        R17, 11
0x0A7E	0xE603    	LDI        R16, 99
L_Display_On_7Segment_Float501:
0x0A80	0x950A    	DEC        R16
0x0A82	0xF7F1    	BRNE       L_Display_On_7Segment_Float501
0x0A84	0x951A    	DEC        R17
0x0A86	0xF7E1    	BRNE       L_Display_On_7Segment_Float501
;Solar_Loads_Controller_SLCM_V1.c,1313 :: 		Display_2=0;
0x0A88	0xB3B5    	IN         R27, PORTC+0
0x0A8A	0x7DBF    	CBR        R27, 32
0x0A8C	0xBBB5    	OUT        PORTC+0, R27
;Solar_Loads_Controller_SLCM_V1.c,1314 :: 		Display_1=1;
0x0A8E	0xB3B5    	IN         R27, PORTC+0
0x0A90	0x61B0    	SBR        R27, 16
0x0A92	0xBBB5    	OUT        PORTC+0, R27
;Solar_Loads_Controller_SLCM_V1.c,1315 :: 		PORTB=array[e];
0x0A94	0xE724    	LDI        R18, lo_addr(_array+0)
0x0A96	0xE030    	LDI        R19, hi_addr(_array+0)
0x0A98	0x00B69100  	LDS        R16, _e+0
0x0A9C	0x00B79110  	LDS        R17, _e+1
0x0AA0	0x01F8    	MOVW       R30, R16
0x0AA2	0x0FE2    	ADD        R30, R18
0x0AA4	0x1FF3    	ADC        R31, R19
0x0AA6	0x8100    	LD         R16, Z
0x0AA8	0xBB08    	OUT        PORTB+0, R16
;Solar_Loads_Controller_SLCM_V1.c,1316 :: 		Delay_ms(1);
0x0AAA	0xE01B    	LDI        R17, 11
0x0AAC	0xE603    	LDI        R16, 99
L_Display_On_7Segment_Float503:
0x0AAE	0x950A    	DEC        R16
0x0AB0	0xF7F1    	BRNE       L_Display_On_7Segment_Float503
0x0AB2	0x951A    	DEC        R17
0x0AB4	0xF7E1    	BRNE       L_Display_On_7Segment_Float503
;Solar_Loads_Controller_SLCM_V1.c,1317 :: 		Display_1=0;
0x0AB6	0xB3B5    	IN         R27, PORTC+0
0x0AB8	0x7EBF    	CBR        R27, 16
0x0ABA	0xBBB5    	OUT        PORTC+0, R27
;Solar_Loads_Controller_SLCM_V1.c,1318 :: 		}
L_end_Display_On_7Segment_Float:
0x0ABC	0x9508    	RET
; end of _Display_On_7Segment_Float
_float_fpmul1:
;__Lib_MathDouble.c,483 :: 		
;__Lib_MathDouble.c,485 :: 		
0x05AE	0x2E04    	MOV        R0, R20
;__Lib_MathDouble.c,486 :: 		
0x05B0	0x2E15    	MOV        R1, R21
;__Lib_MathDouble.c,487 :: 		
0x05B2	0x2E26    	MOV        R2, R22
;__Lib_MathDouble.c,488 :: 		
0x05B4	0x2E37    	MOV        R3, R23
;__Lib_MathDouble.c,490 :: 		
0x05B6	0xDF01    	RCALL      _float_fpmul+0
;__Lib_MathDouble.c,492 :: 		
0x05B8	0x2E00    	MOV        R0, R16
;__Lib_MathDouble.c,493 :: 		
0x05BA	0x2E11    	MOV        R1, R17
;__Lib_MathDouble.c,494 :: 		
0x05BC	0x2E22    	MOV        R2, R18
;__Lib_MathDouble.c,495 :: 		
0x05BE	0x2E33    	MOV        R3, R19
;__Lib_MathDouble.c,497 :: 		
L_end_float_fpmul1:
0x05C0	0x9508    	RET
; end of _float_fpmul1
_float_fpmul:
;__Lib_MathDouble.c,407 :: 		
;__Lib_MathDouble.c,408 :: 		
0x03BA	0xDEC3    	RCALL      _float_unpacku+0
;__Lib_MathDouble.c,410 :: 		
0x03BC	0xF181    	BREQ       L0097
;__Lib_MathDouble.c,411 :: 		
0x03BE	0x2EE6    	MOV        R14, R22
;__Lib_MathDouble.c,412 :: 		
0x03C0	0x2ED5    	MOV        R13, R21
;__Lib_MathDouble.c,413 :: 		
0x03C2	0x2EC4    	MOV        R12, R20
;__Lib_MathDouble.c,414 :: 		
0x03C4	0x2EB3    	MOV        R11, R19
;__Lib_MathDouble.c,415 :: 		
0x03C6	0x2EA2    	MOV        R10, R18
;__Lib_MathDouble.c,416 :: 		
0x03C8	0x2E91    	MOV        R9, R17
;__Lib_MathDouble.c,417 :: 		
0x03CA	0x2E80    	MOV        R8, R16
;__Lib_MathDouble.c,418 :: 		
0x03CC	0x2D00    	MOV        R16, R0
;__Lib_MathDouble.c,419 :: 		
0x03CE	0x2D11    	MOV        R17, R1
;__Lib_MathDouble.c,420 :: 		
0x03D0	0x2D22    	MOV        R18, R2
;__Lib_MathDouble.c,421 :: 		
0x03D2	0x2D33    	MOV        R19, R3
;__Lib_MathDouble.c,423 :: 		
0x03D4	0xDEB6    	RCALL      _float_unpacku+0
;__Lib_MathDouble.c,425 :: 		
0x03D6	0xF119    	BREQ       L0097
;__Lib_MathDouble.c,426 :: 		
0x03D8	0x256E    	EOR        R22, R14
;__Lib_MathDouble.c,427 :: 		
0x03DA	0x0D4C    	ADD        R20, R12
;__Lib_MathDouble.c,428 :: 		
0x03DC	0x1D5D    	ADC        R21, R13
;__Lib_MathDouble.c,429 :: 		
0x03DE	0x3840    	CPI        R20, 128
;__Lib_MathDouble.c,430 :: 		
0x03E0	0x0753    	CPC        R21, R19
;__Lib_MathDouble.c,431 :: 		
0x03E2	0xF4F4    	BRGE       L009B
;__Lib_MathDouble.c,432 :: 		
0x03E4	0x3841    	CPI        R20, 129
;__Lib_MathDouble.c,433 :: 		
0x03E6	0xEF7F    	LDI        R23, 255
;__Lib_MathDouble.c,434 :: 		
0x03E8	0x0757    	CPC        R21, R23
;__Lib_MathDouble.c,435 :: 		
0x03EA	0xF0FC    	BRLT       L00A0mul
;__Lib_MathDouble.c,436 :: 		
0x03EC	0x2788    	CLR        R24
;__Lib_MathDouble.c,437 :: 		
0x03EE	0x2799    	CLR        R25
;__Lib_MathDouble.c,438 :: 		
0x03F0	0x27AA    	CLR        R26
;__Lib_MathDouble.c,439 :: 		
0x03F2	0x27BB    	CLR        R27
;__Lib_MathDouble.c,440 :: 		
0x03F4	0xE270    	LDI        R23, 32
;__Lib_MathDouble.c,441 :: 		
L0083:
;__Lib_MathDouble.c,442 :: 		
0x03F6	0x95B6    	LSR        R27
;__Lib_MathDouble.c,443 :: 		
0x03F8	0x95A7    	ROR        R26
;__Lib_MathDouble.c,444 :: 		
0x03FA	0x9597    	ROR        R25
;__Lib_MathDouble.c,445 :: 		
0x03FC	0x9587    	ROR        R24
;__Lib_MathDouble.c,446 :: 		
0x03FE	0x9537    	ROR        R19
;__Lib_MathDouble.c,447 :: 		
0x0400	0x9527    	ROR        R18
;__Lib_MathDouble.c,448 :: 		
0x0402	0x9517    	ROR        R17
;__Lib_MathDouble.c,449 :: 		
0x0404	0x9507    	ROR        R16
;__Lib_MathDouble.c,450 :: 		
0x0406	0xF420    	BRCC       L0090
;__Lib_MathDouble.c,451 :: 		
0x0408	0x0D88    	ADD        R24, R8
;__Lib_MathDouble.c,452 :: 		
0x040A	0x1D99    	ADC        R25, R9
;__Lib_MathDouble.c,453 :: 		
0x040C	0x1DAA    	ADC        R26, R10
;__Lib_MathDouble.c,454 :: 		
0x040E	0x1DBB    	ADC        R27, R11
;__Lib_MathDouble.c,455 :: 		
L0090:
;__Lib_MathDouble.c,456 :: 		
0x0410	0x957A    	DEC        R23
;__Lib_MathDouble.c,457 :: 		
0x0412	0xF789    	BRNE       L0083
;__Lib_MathDouble.c,458 :: 		
0x0414	0x2F03    	MOV        R16, R19
;__Lib_MathDouble.c,459 :: 		
0x0416	0x2F3A    	MOV        R19, R26
;__Lib_MathDouble.c,460 :: 		
0x0418	0x2F29    	MOV        R18, R25
;__Lib_MathDouble.c,461 :: 		
0x041A	0x2F18    	MOV        R17, R24
;__Lib_MathDouble.c,463 :: 		
0x041C	0xDEC7    	RCALL      _float_normalize_and_pack+0
;__Lib_MathDouble.c,465 :: 		
L0097:
;__Lib_MathDouble.c,466 :: 		
0x041E	0xC00A    	RJMP       L00A0x
;__Lib_MathDouble.c,467 :: 		
L009B:
;__Lib_MathDouble.c,468 :: 		
0x0420	0xEF0F    	LDI        R16, 255
;__Lib_MathDouble.c,469 :: 		
0x0422	0x2F10    	MOV        R17, R16
;__Lib_MathDouble.c,470 :: 		
0x0424	0xE72F    	LDI        R18, 127
;__Lib_MathDouble.c,471 :: 		
0x0426	0xE73F    	LDI        R19, 127
;__Lib_MathDouble.c,472 :: 		
0x0428	0xCFFA    	RJMP       L0097
;__Lib_MathDouble.c,473 :: 		
L00A0mul:
;__Lib_MathDouble.c,474 :: 		
0x042A	0x2700    	CLR        R16
;__Lib_MathDouble.c,475 :: 		
0x042C	0x2F10    	MOV        R17, R16
;__Lib_MathDouble.c,476 :: 		
0x042E	0x2F20    	MOV        R18, R16
;__Lib_MathDouble.c,477 :: 		
0x0430	0x2F30    	MOV        R19, R16
;__Lib_MathDouble.c,478 :: 		
0x0432	0xCFF5    	RJMP       L0097
;__Lib_MathDouble.c,479 :: 		
L00A0x:
;__Lib_MathDouble.c,481 :: 		
L_end_float_fpmul:
0x0434	0x9508    	RET
; end of _float_fpmul
_float_unpacku:
;__Lib_MathDouble.c,148 :: 		
;__Lib_MathDouble.c,149 :: 		
0x0142	0xDFEA    	RCALL      _float_tstr16_r19+0
;__Lib_MathDouble.c,151 :: 		
0x0144	0xF079    	BREQ       L016E
;__Lib_MathDouble.c,152 :: 		
0x0146	0x2F63    	MOV        R22, R19
;__Lib_MathDouble.c,153 :: 		
0x0148	0x7860    	ANDI       R22, 128
;__Lib_MathDouble.c,154 :: 		
0x014A	0x0F22    	LSL        R18
;__Lib_MathDouble.c,155 :: 		
0x014C	0x1F33    	ROL        R19
;__Lib_MathDouble.c,156 :: 		
0x014E	0x2F43    	MOV        R20, R19
;__Lib_MathDouble.c,157 :: 		
0x0150	0xE75F    	LDI        R21, 127
;__Lib_MathDouble.c,158 :: 		
0x0152	0x1B45    	SUB        R20, R21
;__Lib_MathDouble.c,159 :: 		
0x0154	0x2755    	CLR        R21
;__Lib_MathDouble.c,160 :: 		
0x0156	0x4050    	SBCI       R21, 0
;__Lib_MathDouble.c,161 :: 		
0x0158	0x9526    	LSR        R18
;__Lib_MathDouble.c,162 :: 		
0x015A	0xE830    	LDI        R19, 128
;__Lib_MathDouble.c,163 :: 		
0x015C	0x2B23    	OR         R18, R19
;__Lib_MathDouble.c,164 :: 		
0x015E	0x2733    	CLR        R19
;__Lib_MathDouble.c,165 :: 		
0x0160	0x9498    	CLZ
;__Lib_MathDouble.c,166 :: 		
0x0162	0xC003    	RJMP       L016Ex
;__Lib_MathDouble.c,167 :: 		
L016E:
;__Lib_MathDouble.c,168 :: 		
0x0164	0x2744    	CLR        R20
;__Lib_MathDouble.c,169 :: 		
0x0166	0x2755    	CLR        R21
;__Lib_MathDouble.c,170 :: 		
0x0168	0x2766    	CLR        R22
;__Lib_MathDouble.c,171 :: 		
L016Ex:
;__Lib_MathDouble.c,173 :: 		
L_end_float_unpacku:
0x016A	0x9508    	RET
; end of _float_unpacku
_float_tstr16_r19:
;__Lib_MathDouble.c,17 :: 		
;__Lib_MathDouble.c,19 :: 		
0x0118	0x2300    	TST        R16
;__Lib_MathDouble.c,20 :: 		
0x011A	0xF429    	BRNE       L015C
;__Lib_MathDouble.c,21 :: 		
0x011C	0x2311    	TST        R17
;__Lib_MathDouble.c,22 :: 		
